symbol,update_date,sales,profit,operating,real_profit
CSX,200630.0,2255.0,1757.0,828.0,499.0
CMI,210404.0,6092.0,1486.0,810.0,603.0
CMI,201231.0,5830.0,1361.0,629.0,501.0
CMI,200927.0,5118.0,1349.0,670.0,501.0
CMI,200628.0,3852.0,890.0,336.0,276.0
CVS,210331.0,69097.0,28203.0,3577.0,2223.0
CVS,201231.0,69554.0,27102.0,1850.0,973.0
CVS,200930.0,67056.0,26116.0,2483.0,1224.0
CVS,200630.0,65341.0,25099.0,4680.0,2975.0
DHI,210331.0,6446.9,1799.2,1179.9,929.5
DHI,201231.0,5933.4,1608.8,1034.3,791.8
DHI,200930.0,6400.3,1652.4,1056.1,829.0
DHI,200630.0,5390.0,1310.2,782.4,630.7
DHR,210402.0,6858.0,4253.0,2010.0,1702.0
DHR,201231.0,6760.3,3954.1,1575.7,1240.1
DHR,201002.0,5883.2,3225.5,1087.6,883.5
DHR,200703.0,5297.4,2852.6,1299.2,927.3
DRI,210228.0,1733.0,337.4,148.0,128.7
DRI,201129.0,1656.5,315.4,120.7,96.0
DRI,200830.0,1527.4,301.3,56.6,36.1
DRI,200531.0,1270.1,10.5,-590.5,-480.0
DVA,210331.0,2820.0,881.67,442.6,237.4
DVA,201231.0,2905.32,848.44,381.67,173.77
DVA,200930.0,2924.07,952.35,351.6,158.67
DVA,200630.0,2879.98,895.41,409.92,201.6
DE,210502.0,12058.0,4130.0,2580.0,1790.0
DE,210131.0,9112.0,3357.0,1799.0,1224.0
DE,201101.0,9731.0,3330.0,1394.0,758.0
DE,200802.0,8925.0,3104.0,1560.0,811.0
DAL,210331.0,4150.0,498.0,-1398.0,-1177.0
DAL,201231.0,3973.0,954.0,-858.0,-755.0
DAL,200930.0,3062.0,477.0,-6386.0,-5379.0
DAL,200630.0,1468.0,-655.0,-4815.0,-5717.0
XRAY,210331.0,1027.0,579.0,154.0,117.0
XRAY,201231.0,1082.3,570.8,135.4,98.5
XRAY,200930.0,894.8,442.3,81.7,53.8
XRAY,200630.0,490.6,176.1,-104.3,-95.4
DVN,210331.0,1762.0,1273.0,36.0,213.0
DVN,201231.0,1280.0,1009.0,-39.0,-102.0
DVN,200930.0,1067.0,796.0,-127.0,-92.0
DVN,200630.0,394.0,131.0,-598.0,-670.0
DXCM,210331.0,505.0,343.9,45.9,40.3
DXCM,201231.0,568.9,410.3,104.0,355.2
DXCM,200930.0,500.9,346.8,93.6,72.2
DXCM,200630.0,451.8,285.8,62.4,46.3
FANG,210331.0,1184.0,948.0,510.0,220.0
FANG,201231.0,769.0,570.0,-746.0,-739.0
FANG,200930.0,720.0,504.0,-1258.0,-1113.0
FANG,200630.0,425.0,232.0,-2675.0,-2393.0
DLR,210331.0,1090.39,713.91,174.17,385.92
DLR,201231.0,1062.61,642.3,110.69,57.69
DLR,200930.0,1024.67,623.33,91.4,-0.14
DLR,200630.0,993.0,611.91,152.81,74.83
DFS,210331.0,3111.0,,,1593.0
DFS,201231.0,3207.0,,,799.0
DFS,200930.0,3130.0,,,771.0
DFS,200630.0,3144.0,,,-368.0
DISCA,210331.0,2792.0,1823.0,393.0,140.0
DISCA,201231.0,2886.0,1797.0,480.0,271.0
DISCA,200930.0,2561.0,1559.0,515.0,300.0
DISCA,200630.0,2541.0,1737.0,646.0,271.0
DISCK,210331.0,2792.0,1823.0,393.0,140.0
DISCK,201231.0,2886.0,1797.0,480.0,271.0
DISCK,200930.0,2561.0,1559.0,515.0,300.0
DISCK,200630.0,2541.0,1737.0,646.0,271.0
DISH,210331.0,4497.85,1536.65,861.98,630.22
DISH,201231.0,4557.36,1615.42,989.64,732.63
DISH,200930.0,4531.59,1526.98,811.25,504.6
DISH,200630.0,3187.09,1091.41,637.65,452.34
DG,210430.0,8400.96,2755.67,908.85,677.75
DG,210129.0,8414.52,2736.7,872.22,642.74
DG,201030.0,8199.62,2568.24,773.13,574.26
DG,200731.0,8684.24,2818.24,1042.63,787.6
DLTR,210501.0,6479.7,1967.0,519.9,374.5
DLTR,210130.0,6767.9,2152.8,681.6,502.8
DLTR,201031.0,6177.0,1924.4,465.5,330.0
DLTR,200801.0,6277.6,1916.2,374.9,261.5
D,210331.0,3870.0,,878.0,1008.0
D,201231.0,3521.0,,856.0,-1168.0
D,200930.0,3607.0,,27.0,369.0
D,200630.0,7044.0,,1172.0,398.0
DPZ,210328.0,983.7,389.15,186.54,117.76
DPZ,210103.0,1356.57,535.26,244.04,151.9
DPZ,200906.0,967.72,361.98,162.18,99.13
DPZ,200614.0,920.02,357.09,163.58,118.67
DOV,210331.0,1867.9,725.46,312.55,232.77
DOV,201231.0,1780.39,658.53,245.93,182.11
DOV,200930.0,1748.26,661.44,276.34,200.3
DOV,200630.0,1499.17,559.15,184.08,124.77
DOW,210331.0,11882.0,1820.0,1159.0,991.0
DOW,201231.0,10706.0,1574.0,797.0,1234.0
DOW,200930.0,9712.0,1353.0,8.0,-28.0
DOW,200630.0,8354.0,750.0,59.0,-227.0
DTE,210331.0,3778.0,,537.0,397.0
DTE,201231.0,3288.0,,443.0,275.0
DTE,200930.0,3284.0,,628.0,476.0
DTE,200630.0,2583.0,,367.0,277.0
DUK,210331.0,6150.0,,1450.0,992.0
DUK,201231.0,5777.0,,74.0,-63.0
DUK,200930.0,6721.0,,1814.0,1304.0
DUK,200630.0,5421.0,,1177.0,-802.0
DRE,210331.0,289.29,187.57,107.43,79.36
DRE,201231.0,266.29,189.43,190.39,168.82
DRE,200930.0,262.03,176.11,94.55,71.82
DRE,200630.0,238.51,169.75,62.67,39.82
DD,210331.0,3976.0,1464.0,688.0,5394.0
DD,201231.0,5252.0,1731.0,335.0,222.0
DD,200930.0,5096.0,1704.0,189.0,-79.0
DD,200630.0,4828.0,1537.0,-2400.0,-2478.0
DXC,210331.0,4385.0,824.0,-738.0,-798.0
DXC,201231.0,4288.0,955.0,2032.0,1098.0
DXC,200930.0,4554.0,991.0,-235.0,-244.0
DXC,200630.0,4502.0,873.0,-142.0,-205.0
EMN,210331.0,2409.0,598.0,389.0,274.0
EMN,201231.0,2186.0,526.0,76.0,32.0
EMN,200930.0,2122.0,501.0,242.0,161.0
EMN,200630.0,1924.0,371.0,54.0,27.0
ETN,210331.0,4692.0,1508.0,577.0,458.0
ETN,201231.0,4687.0,1509.0,589.0,475.0
ETN,200930.0,4526.0,1475.0,566.0,446.0
ETN,200630.0,3856.0,979.0,85.0,51.0
EBAY,210331.0,3023.0,2200.0,842.0,641.0
EBAY,201231.0,2868.0,2126.0,677.0,845.0
EBAY,200930.0,2606.0,1950.0,679.0,664.0
EBAY,200630.0,4797.0,3722.0,1355.0,4158.0
ECL,210331.0,2885.0,1192.6,297.3,193.6
ECL,201231.0,3065.3,1275.1,416.1,300.3
ECL,200930.0,3018.6,1258.5,328.3,246.2
ECL,200630.0,2685.7,1077.0,191.3,-2035.0
EIX,210331.0,2960.0,,399.0,290.0
EIX,201231.0,3157.0,,794.0,552.0
EIX,200930.0,4644.0,,-379.0,-242.0
EIX,200630.0,2987.0,,500.0,348.0
EW,210331.0,1216.6,923.2,383.5,338.2
EW,201231.0,1191.7,895.4,351.4,309.5
EW,200930.0,1140.9,859.9,357.8,325.2
EW,200630.0,925.0,686.8,-169.7,-121.9
EA,210331.0,1346.0,1027.0,175.0,76.0
EA,201231.0,1673.0,1072.0,251.0,211.0
EA,200930.0,1151.0,865.0,149.0,185.0
EA,200630.0,1459.0,1171.0,471.0,365.0
EMR,210331.0,4431.0,1862.0,775.0,561.0
EMR,201231.0,4161.0,1723.0,603.0,445.0
EMR,200930.0,4558.0,1882.0,805.0,723.0
EMR,200630.0,3914.0,1618.0,503.0,399.0
ENPH,210331.0,301.75,122.95,5.02,31.7
ENPH,201231.0,264.84,121.94,79.11,72.99
ENPH,200930.0,178.5,94.98,51.76,39.36
ENPH,200630.0,125.54,48.39,10.85,-47.29
ETR,210331.0,2844.84,,508.0,339.14
ETR,201231.0,2370.1,,152.11,392.55
ETR,200930.0,2903.57,,778.02,525.7
ETR,200630.0,2412.79,,439.31,365.11
EOG,210331.0,3700.0,2245.0,932.0,677.0
EOG,201231.0,2971.1,1767.38,487.66,337.47
EOG,200930.0,2316.46,1271.59,-2.71,-42.47
EOG,200630.0,1090.14,145.06,-1086.55,-909.38
EFX,210331.0,1213.0,729.7,306.6,201.6
EFX,201231.0,1118.4,637.5,169.4,87.4
EFX,200930.0,1068.3,635.1,204.4,224.2
EFX,200630.0,982.8,573.5,166.8,95.9
EQIX,210331.0,1596.06,784.85,284.6,156.36
EQIX,201231.0,1564.12,733.38,184.6,50.99
EQIX,200930.0,1519.77,751.79,194.86,66.69
EQIX,200630.0,1470.12,730.78,280.62,133.3
EQR,210331.0,597.6,350.95,135.56,57.54
EQR,201231.0,613.43,389.94,356.61,252.86
EQR,200930.0,622.43,393.9,182.41,91.29
EQR,200630.0,653.53,430.43,356.89,260.89
ESS,210331.0,355.12,244.65,194.86,168.44
ESS,201231.0,362.07,251.35,112.87,95.75
ESS,200930.0,370.81,258.42,109.82,73.66
ESS,200630.0,370.5,260.36,114.71,84.46
EL,210331.0,3864.0,2925.0,616.0,456.0
EL,201231.0,4853.0,3769.0,1063.0,873.0
EL,200930.0,3562.0,2737.0,705.0,523.0
EL,200630.0,2430.0,1663.0,-543.0,-462.0
ETSY,210331.0,550.65,407.73,150.64,143.77
ETSY,201231.0,617.36,466.57,161.34,148.54
ETSY,200930.0,451.48,331.31,101.31,91.76
ETSY,200630.0,428.74,317.36,119.14,96.42
EVRG,210331.0,1611.9,,317.7,191.6
EVRG,201231.0,1094.4,,153.0,51.0
EVRG,200930.0,1517.6,,521.7,364.5
EVRG,200630.0,1184.7,,271.7,133.4
ES,210331.0,2825.84,,585.57,366.14
ES,201231.0,2236.73,,454.73,271.92
ES,200930.0,2341.94,,561.23,346.26
ES,200630.0,1951.23,,433.65,252.23
RE,210331.0,2743.77,,388.73,341.86
RE,201231.0,2761.4,,134.24,63.6
RE,200930.0,2610.18,,279.15,243.06
RE,200630.0,4226.53,,208.28,207.49
EXC,210331.0,9890.0,,-121.0,-289.0
EXC,201231.0,8114.0,,269.0,359.0
EXC,200930.0,8853.0,,769.0,501.0
EXC,200630.0,7322.0,,565.0,521.0
EXPE,210331.0,1246.0,935.0,-651.0,-578.0
EXPE,201231.0,920.0,633.0,-476.0,-383.0
EXPE,200930.0,1504.0,1129.0,-113.0,-192.0
EXPE,200630.0,566.0,177.0,-849.0,-736.0
EXPD,210331.0,3357.54,951.54,385.51,287.22
EXPD,201231.0,3169.19,828.59,281.81,198.62
EXPD,200930.0,2464.8,734.38,251.94,191.31
EXPD,200630.0,2580.63,749.59,247.63,183.87
EXR,210331.0,358.86,259.33,241.07,203.0
EXR,201231.0,353.49,258.76,195.75,156.06
EXR,200930.0,343.02,243.51,163.21,114.63
EXR,200630.0,327.25,231.35,149.99,102.91
XOM,210331.0,57552.0,16889.0,2255.0,2730.0
XOM,201231.0,45738.0,13697.0,-27102.0,-20070.0
XOM,200930.0,45425.0,14372.0,-867.0,-680.0
XOM,200630.0,32277.0,11313.0,-1651.0,-1080.0
FFIV,210331.0,645.29,521.09,53.5,43.24
FFIV,201231.0,624.62,509.64,117.75,87.68
FFIV,200930.0,614.82,502.85,98.61,77.66
FFIV,200630.0,583.25,477.21,87.62,69.87
FB,210331.0,26171.0,21040.0,11378.0,9497.0
FB,201231.0,28072.0,22862.0,12775.0,11219.0
FB,200930.0,21470.0,17276.0,8040.0,7846.0
FB,200630.0,18687.0,14858.0,5963.0,5178.0
FAST,210331.0,1417.0,643.4,280.3,210.6
FAST,201231.0,1358.0,618.8,264.4,196.1
FAST,200930.0,1413.3,640.6,290.1,221.5
FAST,200630.0,1509.0,671.6,316.0,238.9
FRT,210331.0,218.16,139.5,82.8,48.24
FRT,201231.0,219.51,142.09,140.62,94.72
FRT,200930.0,208.2,135.84,3.69,-28.29
FRT,200630.0,176.23,109.21,48.3,10.51
FDX,210228.0,21510.0,15094.0,1005.0,892.0
FDX,201130.0,20563.0,14531.0,1465.0,1226.0
FDX,200831.0,19321.0,13779.0,1590.0,1245.0
FDX,200531.0,17358.0,12289.0,475.0,-334.0
FIS,210331.0,3223.0,1105.0,99.0,-373.0
FIS,201231.0,3316.0,1206.0,167.0,104.0
FIS,200930.0,3197.0,1093.0,231.0,20.0
FIS,200630.0,2962.0,916.0,46.0,19.0
FITB,210331.0,2051.0,,,694.0
FITB,201231.0,2102.0,,,604.0
FITB,200930.0,2051.0,,,581.0
FITB,200630.0,2053.0,,,195.0
FE,210331.0,2726.0,,559.0,335.0
FE,201231.0,2537.0,,340.0,242.0
FE,200930.0,3022.0,,721.0,454.0
FE,200630.0,2522.0,,515.0,309.0
FRC,210331.0,1217.81,,,334.83
FRC,201231.0,1178.79,,,295.56
FRC,200930.0,1132.96,,,293.14
FRC,200630.0,1079.43,,,256.77
FISV,210331.0,3755.0,1848.0,475.0,304.0
FISV,201231.0,3832.0,1975.0,516.0,300.0
FISV,200930.0,3786.0,1918.0,542.0,264.0
FISV,200630.0,3465.0,1545.0,165.0,2.0
FLT,210331.0,608.62,,265.96,184.24
FLT,201231.0,617.33,,293.94,209.85
FLT,200930.0,585.28,,264.53,188.82
FLT,200630.0,525.15,,212.81,158.49
FMC,210331.0,1195.6,512.4,260.7,183.8
FMC,201231.0,1152.2,501.4,146.9,49.5
FMC,200930.0,1084.6,466.4,196.0,111.4
FMC,200630.0,1155.3,522.7,267.9,184.4
F,210331.0,36228.0,5307.0,2464.0,3262.0
F,201231.0,35952.0,1090.0,-2442.0,-2788.0
F,200930.0,37501.0,4620.0,2351.0,2385.0
F,200630.0,19371.0,-779.0,-2760.0,1117.0
FTNT,210331.0,710.3,553.7,121.6,107.2
FTNT,201231.0,748.0,581.0,169.4,146.7
FTNT,200930.0,651.1,511.9,126.9,123.4
FTNT,200630.0,615.5,480.4,116.7,112.1
FTV,210402.0,1259.2,711.9,149.7,110.2
FTV,201231.0,4634.4,2608.5,539.4,1613.3
FTV,200925.0,1902.3,983.4,310.4,225.8
FTV,200626.0,1571.2,814.3,191.1,130.0
FBHS,210331.0,1771.0,644.1,248.4,177.8
FBHS,201231.0,1659.7,607.7,233.2,163.6
FBHS,200930.0,1652.1,580.6,240.2,164.6
FBHS,200630.0,1375.8,482.9,173.0,115.8
FOXA,210331.0,3215.0,1330.0,797.0,567.0
FOXA,201231.0,4087.0,741.0,196.0,224.0
FOXA,200930.0,2717.0,1549.0,1509.0,1106.0
FOXA,200630.0,2418.0,1231.0,120.0,122.0
FOX,210331.0,3215.0,1330.0,797.0,567.0
FOX,201231.0,4087.0,741.0,196.0,224.0
FOX,200930.0,2717.0,1549.0,1509.0,1106.0
FOX,200630.0,2418.0,1231.0,120.0,122.0
BEN,210331.0,2076.5,,456.3,381.8
BEN,201231.0,1995.1,,409.1,345.3
BEN,200930.0,1627.4,,46.4,78.9
BEN,200630.0,1188.1,,253.7,290.4
FCX,210331.0,4850.0,1644.0,1532.0,718.0
FCX,201231.0,4495.0,1429.0,1708.0,708.0
FCX,200930.0,3851.0,1016.0,821.0,329.0
FCX,200630.0,5852.0,332.0,-193.0,-438.0
GPS,210501.0,3991.0,1630.0,240.0,166.0
GPS,210130.0,4424.0,1668.0,134.0,234.0
GPS,201031.0,3994.0,1620.0,175.0,95.0
GPS,200801.0,3275.0,1149.0,15.0,-62.0
GRMN,210327.0,1072.33,641.56,249.66,220.03
GRMN,201226.0,1351.4,790.98,371.27,333.55
GRMN,200926.0,1109.19,667.98,317.1,313.42
GRMN,200627.0,869.87,515.43,188.39,184.18
IT,210331.0,1104.04,769.57,225.41,164.1
IT,201231.0,1112.76,761.33,178.13,119.61
IT,200930.0,994.62,664.85,42.84,16.96
IT,200630.0,973.13,650.58,99.65,55.08
GNRC,210331.0,807.43,321.81,189.12,148.99
GNRC,201231.0,761.08,300.2,171.05,125.0
GNRC,200930.0,701.36,276.15,155.64,114.97
GNRC,200630.0,546.85,208.98,89.55,66.14
GD,210404.0,9389.0,1497.0,938.0,708.0
GD,201231.0,10481.0,1850.0,1267.0,1002.0
GD,200927.0,9431.0,1595.0,1084.0,834.0
GD,200628.0,9264.0,1415.0,841.0,625.0
GE,210331.0,17119.0,4682.0,544.0,-2803.0
GE,201231.0,21929.0,7764.0,1135.0,2636.0
GE,200930.0,19417.0,4253.0,228.0,-1143.0
GE,200630.0,17750.0,2767.0,-2770.0,-1988.0
GIS,210228.0,4520.0,1554.6,860.0,595.7
GIS,201129.0,4719.4,1721.6,949.5,688.4
GIS,200830.0,4364.0,1590.9,887.0,638.9
GIS,200531.0,5023.0,1770.0,851.6,625.7
GM,210331.0,32474.0,5080.0,3277.0,3022.0
GM,201231.0,37518.0,4797.0,2767.0,2846.0
GM,200930.0,35480.0,6652.0,4424.0,4045.0
GM,200630.0,16778.0,996.0,-1214.0,-758.0
GPC,210331.0,4464.71,1540.82,268.45,217.71
GPC,201231.0,4251.59,1448.11,234.92,171.2
GPC,200930.0,4370.09,1528.07,302.21,227.53
GPC,200630.0,3823.23,1290.49,-289.75,-564.37
GILD,210331.0,6423.0,5062.0,2890.0,1729.0
GILD,201231.0,7421.0,6023.0,2651.0,1551.0
GILD,200930.0,6577.0,5436.0,2001.0,360.0
GILD,200630.0,5143.0,4079.0,-2983.0,-3339.0
GL,210331.0,1266.56,,239.97,178.52
GL,201231.0,1228.94,,271.39,204.24
GL,200930.0,1195.68,,253.21,188.94
GL,200630.0,1180.88,,235.05,173.05
GPN,210331.0,1990.01,1064.76,275.26,196.68
GPN,201231.0,1930.19,1008.0,251.98,182.64
GPN,200930.0,1917.82,1016.89,290.42,220.97
GPN,200630.0,1671.95,778.21,107.57,37.33
GS,210331.0,19276.0,16448.0,8337.0,6836.0
GS,201231.0,13304.0,10431.0,5541.0,4506.0
GS,200930.0,12629.0,9870.0,4299.0,3367.0
GS,200630.0,15385.0,12350.0,1291.0,373.0
GWW,210331.0,3084.0,1093.0,358.0,238.0
GWW,201231.0,2941.0,1027.0,275.0,168.0
GWW,200930.0,3018.0,1074.0,380.0,240.0
GWW,200630.0,2837.0,1016.0,205.0,114.0
HAL,210331.0,3451.0,418.0,370.0,170.0
HAL,201231.0,3237.0,394.0,-96.0,-235.0
HAL,200930.0,2975.0,316.0,142.0,-17.0
HAL,200630.0,3196.0,279.0,-1911.0,-1676.0
HBI,210403.0,1508.03,605.49,190.12,-263.26
HBI,210102.0,1800.84,737.77,-443.74,-332.16
HBI,200926.0,1808.27,664.35,174.57,103.28
HBI,200627.0,1738.78,659.55,241.54,161.18
HIG,210331.0,5299.0,,360.0,249.0
HIG,201231.0,5328.0,,709.0,537.0
HIG,200930.0,5171.0,,590.0,459.0
HIG,200630.0,5068.0,,649.0,468.0
HAS,210328.0,1114.8,716.0,147.3,116.2
HAS,201227.0,1722.97,947.24,186.36,105.17
HAS,200927.0,1776.62,989.58,336.56,220.9
HAS,200628.0,860.28,509.7,2.17,-33.91
HCA,210331.0,13977.0,11753.0,2334.0,1423.0
HCA,201231.0,14293.0,11923.0,2450.0,1426.0
HCA,200930.0,13311.0,11183.0,1319.0,668.0
HCA,200630.0,11068.0,9320.0,1974.0,1079.0
PEAK,210331.0,455.28,277.63,-76.22,145.79
PEAK,201231.0,1644.88,862.33,270.96,413.56
PEAK,200930.0,597.74,283.45,36.36,-63.42
PEAK,200630.0,588.44,272.6,22.42,51.51
HSIC,210327.0,2924.96,890.85,229.93,166.0
HSIC,201226.0,3165.72,859.71,181.2,142.63
HSIC,200926.0,2840.15,754.3,187.67,141.7
HSIC,200627.0,1684.4,454.29,-7.43,-10.8
HSY,210404.0,2295.95,1052.95,550.15,395.8
HSY,201231.0,2185.24,962.07,308.79,291.39
HSY,200927.0,2219.83,1080.02,600.7,447.28
HSY,200628.0,1707.33,792.55,375.93,268.9
HES,210331.0,1898.0,1343.0,555.0,252.0
HES,201231.0,1321.0,1008.0,67.0,-97.0
HES,200930.0,1159.0,904.0,-77.0,-243.0
HES,200630.0,833.0,761.0,-162.0,-320.0
HPE,210430.0,6700.0,2287.0,280.0,259.0
HPE,210131.0,6833.0,2288.0,222.0,223.0
HPE,201031.0,7208.0,2206.0,145.0,157.0
HPE,200731.0,6816.0,2067.0,12.0,9.0
HLT,210331.0,874.0,289.0,-48.0,-108.0
HLT,201231.0,890.0,268.0,-243.0,-224.0
HLT,200930.0,933.0,341.0,11.0,-79.0
HLT,200630.0,564.0,10.0,-302.0,-430.0
HFC,210331.0,3504.29,744.02,189.56,148.22
HFC,201231.0,2900.77,539.13,-106.25,-117.75
HFC,200630.0,2062.93,755.84,-189.98,-176.68
HFC,200331.0,3400.55,173.27,-436.22,-304.62
HOLX,210327.0,1537.6,1085.8,796.8,619.9
HOLX,201226.0,1609.8,1180.4,863.9,654.4
HOLX,200926.0,1346.9,931.8,632.8,494.9
HOLX,200627.0,822.9,466.1,191.0,137.9
HD,210502.0,37500.0,12742.0,5781.0,4145.0
HD,210131.0,32261.0,10831.0,4083.0,2857.0
HD,201101.0,33536.0,11456.0,4852.0,3432.0
HD,200503.0,28260.0,9625.0,3276.0,2245.0
HON,210331.0,8454.0,2745.0,1861.0,1427.0
HON,201231.0,8900.0,2924.0,1710.0,1359.0
HON,200930.0,7797.0,2414.0,1148.0,758.0
HON,200630.0,7477.0,2201.0,1219.0,1081.0
HRL,210425.0,2606.62,476.31,289.42,227.9
HRL,210124.0,2461.15,450.17,268.02,222.28
HRL,201025.0,2420.11,457.76,276.7,234.36
HRL,200726.0,2381.46,422.43,249.58,203.12
HST,210331.0,399.0,,-166.0,-152.0
HST,201231.0,267.0,,-279.0,-64.0
HST,200930.0,198.0,,-345.0,-313.0
HST,200630.0,103.0,,-354.0,-352.0
HWM,210331.0,1209.0,336.0,189.0,80.0
HWM,201231.0,1238.0,366.0,221.0,106.0
HWM,200930.0,1134.0,234.0,73.0,36.0
HWM,200630.0,1253.0,330.0,74.0,-96.0
HPQ,210430.0,15877.0,3440.0,1362.0,1228.0
HPQ,210131.0,15646.0,3324.0,1321.0,1068.0
HPQ,201031.0,15258.0,2679.0,992.0,668.0
HPQ,200731.0,14294.0,2393.0,739.0,734.0
HUM,210331.0,20668.0,,1223.0,828.0
HUM,201231.0,19062.0,,-346.0,-274.0
HUM,200930.0,20075.0,,1823.0,1340.0
HUM,200630.0,19083.0,,2435.0,1828.0
HBAN,210331.0,1264.0,,,532.0
HBAN,201231.0,1287.0,,,316.0
HBAN,200930.0,1322.0,,,303.0
HBAN,200630.0,1293.0,,,150.0
HII,210331.0,2278.0,342.0,147.0,148.0
HII,201231.0,2757.0,547.0,305.0,249.0
HII,200930.0,2314.0,436.0,222.0,222.0
HII,200630.0,2027.0,264.0,57.0,53.0
IEX,210331.0,652.04,292.62,155.55,112.71
IEX,201231.0,614.82,269.17,138.97,101.07
IEX,200930.0,581.11,251.5,131.21,103.85
IEX,200630.0,561.25,234.8,110.59,70.86
IDXX,210331.0,777.71,470.78,247.62,204.26
IDXX,201231.0,720.94,409.5,185.09,174.79
IDXX,200930.0,721.79,422.61,171.86,146.22
IDXX,200630.0,637.59,379.34,193.25,148.94
INFO,210228.0,1119.9,704.7,233.4,149.3
INFO,201130.0,1107.2,706.9,174.3,151.1
INFO,200831.0,1073.2,687.6,261.2,162.9
INFO,200531.0,1026.6,638.3,144.1,71.7
ITW,210331.0,3544.0,1505.0,905.0,671.0
ITW,201231.0,3475.0,1475.0,883.0,642.0
ITW,200930.0,3307.0,1397.0,789.0,582.0
ITW,200630.0,2564.0,970.0,449.0,319.0
ILMN,210404.0,1093.0,764.0,193.0,147.0
ILMN,210103.0,953.0,630.0,133.0,257.0
ILMN,200927.0,794.0,526.0,162.0,179.0
ILMN,200628.0,633.0,428.0,96.0,47.0
INCY,210331.0,604.72,580.9,98.8,53.53
INCY,201231.0,789.51,758.49,164.23,149.85
INCY,200930.0,620.64,591.72,5.33,-15.2
INCY,200630.0,688.04,660.08,230.77,290.3
IR,210331.0,1369.8,515.4,149.7,-90.4
IR,201231.0,1510.7,526.9,130.4,151.6
IR,200930.0,1335.2,482.0,74.3,29.5
IR,200630.0,1264.4,360.0,-52.2,-177.6
INTC,210327.0,19673.0,10854.0,3694.0,3361.0
INTC,201226.0,19978.0,11348.0,5884.0,5857.0
INTC,200926.0,18333.0,9741.0,5059.0,4276.0
INTC,200627.0,19728.0,10507.0,5697.0,5105.0
ICE,210331.0,2429.0,1797.0,892.0,646.0
ICE,201231.0,2233.0,1671.0,780.0,526.0
ICE,200930.0,1930.0,1411.0,627.0,390.0
ICE,200630.0,1966.0,1395.0,744.0,523.0
IBM,210331.0,17730.0,8205.0,905.0,955.0
IBM,201231.0,20367.0,10523.0,1290.0,1356.0
IBM,200930.0,17560.0,8430.0,1827.0,1698.0
IBM,200630.0,18123.0,8700.0,1571.0,1361.0
IP,210331.0,5363.0,1516.0,364.0,349.0
IP,201231.0,5239.0,1580.0,212.0,153.0
IP,200930.0,5123.0,1582.0,381.0,204.0
IP,200630.0,4866.0,1439.0,363.0,266.0
IPG,210331.0,2257.0,341.7,156.5,91.7
IPG,201231.0,2550.0,573.4,208.2,112.3
IPG,200930.0,2125.5,376.8,240.0,279.7
IPG,200630.0,2025.7,230.3,20.6,-45.6
IFF,210331.0,2465.0,754.0,4.0,-42.0
IFF,201231.0,1270.07,513.73,100.6,67.59
IFF,200930.0,1268.08,524.43,150.29,84.83
IFF,200630.0,2546.09,1047.71,315.59,210.81
INTU,210430.0,4173.0,3578.0,1914.0,1464.0
INTU,210131.0,1576.0,1209.0,-25.0,20.0
INTU,201031.0,1323.0,1067.0,209.0,198.0
INTU,200731.0,1816.0,1494.0,483.0,445.0
ISRG,210331.0,1292.1,902.6,416.8,426.3
ISRG,201231.0,1329.1,895.8,415.8,365.2
ISRG,200930.0,1077.7,724.3,270.4,313.9
ISRG,200630.0,852.1,502.9,80.6,68.0
IVZ,210331.0,1659.7,1136.9,344.3,327.0
IVZ,201231.0,1630.1,1122.4,217.8,270.3
IVZ,200930.0,1497.6,1016.8,268.5,250.9
IVZ,200630.0,1419.0,975.0,117.1,99.7
IPGP,210331.0,345.58,163.99,88.84,68.13
IPGP,201231.0,336.63,146.88,65.24,49.34
IPGP,200930.0,318.44,152.79,41.41,35.6
IPGP,200630.0,296.41,136.45,47.21,38.23
IQV,210331.0,3409.0,1116.0,318.0,212.0
IQV,201231.0,3298.0,1126.0,288.0,119.0
IQV,200930.0,2786.0,986.0,187.0,101.0
IQV,200630.0,2521.0,817.0,50.0,-23.0
IRM,210331.0,1082.04,762.81,170.41,45.6
IRM,201231.0,1059.65,891.33,425.29,247.41
IRM,200930.0,1036.65,724.88,189.0,38.39
IRM,200630.0,982.24,699.64,114.69,-7.09
JKHY,210331.0,433.78,166.01,91.2,71.41
JKHY,201231.0,422.36,164.58,93.63,71.98
JKHY,200930.0,451.8,188.87,117.59,91.22
JKHY,200630.0,410.54,155.7,76.8,61.34
J,210402.0,3547.87,767.01,-35.81,11.04
J,210101.0,3381.84,632.06,241.84,257.05
J,201002.0,3519.69,664.94,22.47,82.0
J,200626.0,3260.06,629.03,194.38,244.93
JBHT,210331.0,2618.15,451.08,207.65,146.61
JBHT,201231.0,2737.65,449.08,207.69,154.01
JBHT,200930.0,2472.52,407.57,175.5,125.5
JBHT,200630.0,2145.57,402.55,175.18,121.7
SJM,210430.0,1920.2,735.7,238.7,147.0
SJM,210131.0,2076.7,809.4,406.2,261.5
SJM,201031.0,2034.0,818.2,380.8,230.8
SJM,200731.0,1971.8,775.4,361.1,237.0
JNJ,210404.0,22321.0,15285.0,7429.0,6197.0
JNJ,210103.0,22475.0,14692.0,1647.0,1738.0
JNJ,200927.0,21082.0,14142.0,4401.0,3554.0
